pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,sy_dist
K07668.01,K07668.01,2.5093344,1.47,,1483.0,6278.0,1.081,
K04311.01,K04311.01,0.918921494,1.49,,1697.0,5655.0,0.833,
Kepler-1588 b,K04312.01,7.84931877,0.81,,925.0,5678.0,0.99,
K04313.01,K04313.01,67.7125988,82.63,,460.0,6309.0,0.847,
K04314.01,K04314.01,12.4285576,2.22,,669.0,5492.0,0.752,
K04379.01,K04379.01,1.275511306,0.84,,1739.0,5921.0,1.015,
K04380.01,K04380.01,5.78159956,1.7,,1475.0,6443.0,1.884,
K04381.01,K04381.01,8.4805019,1.26,,781.0,5555.0,0.737,
K02732.04,K02732.04,24.5607107,1.13,,787.0,6170.0,1.499,
Kepler-1597 b,K04382.01,2.94648935,0.89,,1497.0,6481.0,1.171,
K04173.01,K04173.01,1.227986164,1.17,,1673.0,5746.0,0.931,
K04174.01,K04174.01,2.11548883,1.29,,1426.0,5952.0,0.971,
K07659.01,K07659.01,358.96247,2.37,,242.0,5743.0,0.904,
K04175.01,K04175.01,2.17815196,1.09,,1139.0,5357.0,0.7,
K04176.01,K04176.01,342.315407,3.15,,304.0,6425.0,1.164,
K04177.01,K04177.01,1.089077224,1.0,,1458.0,5118.0,0.83,
K04244.01,K04244.01,1.288066288,34.84,,1310.0,5233.0,0.639,
K04245.01,K04245.01,24.6683831,1.76,,788.0,6059.0,1.554,
K07663.01,K07663.01,2.31894284,0.87,,1375.0,5780.0,1.0,
Kepler-1576 b,K04246.01,6.98472143,1.19,,1059.0,5839.0,1.227,
K04247.01,K04247.01,349.41047,2.41,,253.0,5878.0,0.945,
K04248.01,K04248.01,0.562563871,0.69,,2626.0,6577.0,1.145,
K04315.01,K04315.01,0.93373458,0.93,,1573.0,5335.0,0.804,
K04316.01,K04316.01,1.33251948,1.64,,1751.0,5926.0,1.058,
K04317.01,K04317.01,168.84663,1.45,,329.0,5897.0,0.992,
K04318.01,K04318.01,14.8162925,1.57,,912.0,6356.0,1.325,
K04319.01,K04319.01,160.4122022,4.45,,270.0,5269.0,0.727,
K04382.02,K04382.02,3.98167088,0.79,,1356.0,6484.0,1.173,
Kepler-1598 b,K04383.01,4.34195312,0.94,,1236.0,6164.0,1.09,
Kepler-1599 b,K04384.01,122.358116,2.15,,407.0,5998.0,1.139,
Kepler-1600 c,K04385.01,7.298142,1.6,,786.0,5119.0,0.834,
Kepler-1702 b,K04386.01,18.5010898,1.62,,555.0,5242.0,0.734,
K04178.01,K04178.01,7.016016,1.72,,1138.0,6642.0,1.136,
K04179.01,K04179.01,0.569961046,1.04,,2743.0,5814.0,1.549,
K00566.03,K00566.03,42.068554,1.32,,541.0,6122.0,0.964,
K04180.01,K04180.01,1.121634781,0.6,,1225.0,4518.0,0.72,
K04181.01,K04181.01,1.33256979,0.97,,1692.0,6089.0,0.95,
K04182.01,K04182.01,0.536650896,18.45,,2163.0,5819.0,0.881,
K04249.01,K04249.01,397.73699,3.05,,211.0,5313.0,0.768,
K04250.01,K04250.01,2.17818699,1.03,,1347.0,5584.0,0.932,
K04251.01,K04251.01,6.23968392,1.55,,1060.0,5751.0,1.143,
Kepler-1254 c,K02485.02,3.60082855,1.36,,927.0,4838.0,0.796,
Kepler-1948 b,K04252.01,15.5714121,0.72,,399.0,3872.0,0.557,
Kepler-1859 c,K02579.02,3.59645081,1.66,,1327.0,5887.0,1.235,
Kepler-1951 b,K04320.01,20.6579443,1.27,,728.0,5468.0,1.306,
K04321.01,K04321.01,0.760941405,1.18,,1817.0,5629.0,0.87,
K07669.01,K07669.01,137.665706,15.41,,720.0,4832.0,6.897,
K04322.01,K04322.01,370.90237,1.97,,238.0,5835.0,0.847,
K04322.02,K04322.02,321.55087,1.68,,250.0,5835.0,0.847,
K04387.01,K04387.01,1.54038914,0.84,,1638.0,5974.0,0.989,
K04388.01,K04388.01,71.76236302,25.76,,665.0,5529.0,2.817,
K04389.01,K04389.01,16.3368863,1.27,,642.0,5410.0,0.859,
K04390.01,K04390.01,1.63668262,103.99,,2562.0,5234.0,3.739,
K02744.02,K02744.02,11.615625,2.84,,905.0,5332.0,1.453,
Kepler-430 c,K02365.02,110.978266,1.86,,463.0,5883.0,1.529,
K04183.01,K04183.01,0.952378454,1.46,,2528.0,6963.0,1.375,
Kepler-1945 b,K04184.01,6.08003714,1.07,,808.0,4991.0,0.804,
Kepler-1946 b,K04185.01,3.035206175,3.59,,1143.0,5505.0,0.873,
K07660.01,K07660.01,358.96844,2.7,,263.0,6117.0,0.947,
K04186.01,K04186.01,2.21316437,0.95,,1374.0,5921.0,0.83,
K04253.01,K04253.01,173.2578372,117.29,,376.0,6392.0,1.162,
K04254.01,K04254.01,0.530967987,1.08,,4196.0,8473.0,2.052,
Kepler-1577 b,K04255.01,6.30558387,2.52,,1125.0,4934.0,1.756,
K04256.01,K04256.01,4.2058608,1.14,,1012.0,5590.0,0.839,
K04257.01,K04257.01,41.6757509,2.1,,690.0,5745.0,1.763,
K04323.01,K04323.01,11.49589567,1.59,,1057.0,6290.0,1.506,
K04324.01,K04324.01,8.4803326,1.35,,1390.0,6245.0,2.179,
K04325.01,K04325.01,0.609926502,1.12,,2141.0,5936.0,0.965,
K04326.01,K04326.01,0.750744255,17.07,,2074.0,6187.0,0.937,
Kepler-1589 b,K04327.01,0.991659646,1.19,,2102.0,6117.0,1.244,
K07670.01,K07670.01,8.4795266,1.18,,865.0,5841.0,0.931,
K04391.01,K04391.01,49.4746966,1.62,,498.0,5952.0,0.928,
K04392.01,K04392.01,118.609553,2.86,,299.0,5017.0,0.792,
K04393.01,K04393.01,1.62888267,0.92,,1327.0,5398.0,0.811,
K04394.01,K04394.01,0.616386349,2.94,,3552.0,5665.0,3.266,
K04395.01,K04395.01,1.920062587,1.12,,1189.0,5266.0,0.741,
K04396.01,K04396.01,88.91323139,,,,,,
K04187.01,K04187.01,7.07162308,1.42,,1162.0,6313.0,1.259,
Kepler-1947 b,K04188.01,6.96352699,1.4,,1298.0,6040.0,1.686,
Kepler-1562 b,K04189.01,64.2729088,5.38,,554.0,6341.0,1.299,
Kepler-1563 b,K04190.01,3.4327371,0.75,,1134.0,5757.0,0.881,
K04191.01,K04191.01,13.8452726,2.34,,1276.0,6845.0,2.324,
K07695.01,K07695.01,0.687506554,8.73,,4748.0,4643.0,7.906,
K04258.01,K04258.01,0.566801617,0.88,,3018.0,6287.0,1.693,
K04259.01,K04259.01,0.909127736,0.98,,1818.0,5486.0,0.996,
K04260.01,K04260.01,371.63327,1.83,,316.0,5802.0,1.59,
Kepler-1578 b,K04261.01,1.450889836,1.21,,1700.0,6046.0,1.023,
Kepler-1254 d,K02485.03,5.72716067,1.4,,794.0,4838.0,0.796,
K04328.01,K04328.01,407.59415,2.11,,266.0,6198.0,0.974,
K02579.03,K02579.03,10.30148508,1.6,,934.0,5887.0,1.235,
K04329.01,K04329.01,17.8007815,1.02,,816.0,6240.0,1.252,
K04330.01,K04330.01,358.101884,0.95,,242.0,5786.0,0.856,
K04331.01,K04331.01,1.717859841,1.45,,2212.0,6694.0,1.732,
K04396.02,K04396.02,46.0771501,,,,,,
K04396.03,K04396.03,42.62423329,,,,,,
K04397.01,K04397.01,0.447861451,1.42,,2263.0,5901.0,0.848,
K04398.01,K04398.01,7.3422467,1.6,,837.0,5573.0,0.839,
K00647.02,K00647.02,8.1134681,0.92,,1127.0,6011.0,1.409,
Kepler-446 c,K02842.03,3.036208739,1.4,,520.0,3464.0,0.328,
Kepler-1564 b,K04192.01,18.0541469,1.51,,635.0,5505.0,0.909,
K02420.02,K02420.02,5.4675514,1.07,,1078.0,5557.0,1.151,
K07689.01,K07689.01,1.01530474,64.77,,2324.0,6428.0,1.44,
K04193.01,K04193.01,94.180473,4.17,,478.0,6997.0,1.0,
Kepler-1565 b,K04194.01,1.538185321,1.29,,1234.0,5107.0,0.723,
K04195.01,K04195.01,1.332567643,0.62,,1482.0,5687.0,0.79,
K04262.01,K04262.01,1.089076495,0.75,,2016.0,6444.0,1.079,
K04263.01,K04263.01,1.662710314,2.16,,2307.0,6028.0,2.244,
K07696.01,K07696.01,472.071079,2.01,,268.0,6186.0,1.253,
K04264.01,K04264.01,0.888478095,1.51,,1665.0,5553.0,0.806,
K04265.01,K04265.01,2.18242002,0.7,,1283.0,5808.0,0.786,
K04266.01,K04266.01,0.503999678,2.97,,1605.0,4898.0,0.568,
K04332.01,K04332.01,2.66588544,0.98,,1041.0,4965.0,0.771,
K04333.01,K04333.01,309.25581,2.18,,287.0,6060.0,1.057,
K04334.01,K04334.01,2.44232399,1.1,,1029.0,4849.0,0.738,
Kepler-1590 b,K04335.01,7.61758198,1.0,,1020.0,6202.0,1.072,
K04336.01,K04336.01,41.477908,1.09,,849.0,6935.0,1.918,
K04399.01,K04399.01,42.1003351,1.42,,466.0,5595.0,0.82,
Kepler-1601 b,K04400.01,2.20923119,0.84,,1507.0,5991.0,1.092,
K04401.01,K04401.01,260.54832,1.35,,318.0,6412.0,1.04,
K04402.01,K04402.01,370.47678,2.37,,252.0,6050.0,0.896,
Kepler-1954 b,K04403.01,5.88350251,1.27,,949.0,5840.0,0.849,
K04196.01,K04196.01,0.662457501,8.3,,3295.0,6425.0,2.16,
K04197.01,K04197.01,1.33258458,1.25,,1868.0,6384.0,1.086,
K04198.01,K04198.01,1.182862515,1.26,,2800.0,6017.0,2.639,
Kepler-1566 b,K04199.01,0.539915033,0.82,,1871.0,5102.0,0.837,
K04200.01,K04200.01,372.54353,74.14,,226.0,5561.0,0.836,
Kepler-1949 b,K04267.01,2.20829637,1.36,,1709.0,6028.0,1.454,
Kepler-1579 b,K04268.01,0.849906734,0.59,,1139.0,4296.0,0.505,
Kepler-1993 b,K04269.01,26.6565737,4.15,,903.0,5159.0,3.062,
K04269.02,K04269.02,4.4408541,1.74,,1642.0,5159.0,3.062,
K04270.01,K04270.01,373.72257,67.13,,262.0,6004.0,1.008,
Kepler-1591 b,K04337.01,8.18504859,0.93,,892.0,5984.0,0.906,
K04338.01,K04338.01,10.78438513,75.04,,1397.0,5575.0,3.515,
Kepler-392 c,K02585.02,10.42317343,1.07,,901.0,5767.0,1.135,
K04339.01,K04339.01,0.566804221,0.85,,1737.0,5277.0,0.64,
K04340.01,K04340.01,2.022658,1.15,,1482.0,6091.0,0.967,
K04404.01,K04404.01,316.57747,1.47,,255.0,5822.0,0.898,
K07679.01,K07679.01,1.8679943,0.7,,1291.0,5487.0,0.815,
K04405.01,K04405.01,8.9172863,1.39,,931.0,6210.0,0.986,
K04406.01,K04406.01,0.519437968,20.48,,2402.0,6181.0,1.006,
K04407.01,K04407.01,1.33807075,0.6,,2008.0,6355.0,1.319,
K04408.01,K04408.01,1.105095798,0.89,,1445.0,5296.0,0.752,
K04201.01,K04201.01,245.01902,1.98,,310.0,6167.0,1.01,
Kepler-1567 b,K04202.01,153.979362,2.53,,330.0,5858.0,0.903,
K07684.01,K07684.01,10.2239787,24.43,,2364.0,4673.0,16.823,
Kepler-385 d,K02433.03,56.4148314,2.9,,535.0,6325.0,1.112,
K04203.01,K04203.01,2.18079098,3.29,,2767.0,6911.0,3.339,
Kepler-1568 b,K04204.01,20.9254083,1.26,,729.0,5821.0,1.21,
Kepler-390 c,K02498.02,13.0600399,0.8,,630.0,5168.0,0.769,
K04271.01,K04271.01,0.641069613,0.86,,2196.0,6077.0,0.961,
K07690.01,K07690.01,2.2430415,0.89,,1344.0,5897.0,0.891,
K04272.01,K04272.01,1.21475168,5.5,,3302.0,6732.0,3.276,
K04273.01,K04273.01,17.3731821,1.31,,901.0,6180.0,1.54,
K04274.01,K04274.01,1.97507424,1.08,,1477.0,6065.0,0.947,
Kepler-1617 b,K04617.01,27.4784659,1.52,,736.0,5432.0,1.707,
K04618.01,K04618.01,244.86662,1.46,,273.0,5821.0,0.848,
K07697.01,K07697.01,1.30627214,0.87,,1490.0,5513.0,0.862,
K04619.01,K04619.01,62.366706,1.88,,698.0,6749.0,1.9,
K04620.01,K04620.01,0.933732791,0.9,,1773.0,5496.0,0.927,
K04621.01,K04621.01,53.106597,2.2,,860.0,7217.0,2.343,
K04690.01,K04690.01,360.15417,2.99,,270.0,6065.0,1.061,
K04691.01,K04691.01,3.3879165,1.09,,1336.0,5702.0,1.245,
K04692.01,K04692.01,1.42856815,0.64,,1547.0,5979.0,0.822,
K00806.04,K00806.04,381.850599,3.59,,222.0,5485.0,0.867,
K03194.01,K03194.01,10.81315417,1.46,,1045.0,6380.0,1.46,
K04479.01,K04479.01,359.08368,29.15,,268.0,6256.0,0.932,
K04480.01,K04480.01,58.7488629,1.75,,425.0,5574.0,0.805,
K04481.01,K04481.01,3.74784374,1.08,,1226.0,6122.0,0.996,
K07685.01,K07685.01,64.740274,1.35,,518.0,5999.0,1.177,
K04482.01,K04482.01,5.38299284,0.78,,1253.0,6256.0,1.293,
K04483.01,K04483.01,1.71028117,0.91,,1454.0,5910.0,0.855,
K04549.01,K04549.01,2.0481582,1.16,,1346.0,5799.0,0.86,
Kepler-1653 b,K04550.01,140.251943,1.84,,271.0,4821.0,0.788,
K04551.01,K04551.01,14.7179342,1.25,,784.0,6102.0,1.018,
K07691.01,K07691.01,0.570828503,0.54,,986.0,3585.0,0.388,
K04552.01,K04552.01,134.4665,2.48,,280.0,4891.0,0.791,
K04553.01,K04553.01,0.909314811,0.99,,2503.0,6508.0,1.447,
Kepler-441 b,K04622.01,207.24785,1.56,,189.0,4339.0,0.553,
K04623.01,K04623.01,186.55347,1.86,,341.0,6187.0,1.006,
Kepler-1911 b,K03179.01,5.99078221,1.03,,987.0,5721.0,0.972,
K04624.01,K04624.01,14.0801852,1.04,,798.0,5984.0,1.089,
Kepler-1964 b,K04625.01,2.440839436,21.29,,986.0,4803.0,0.698,
Kepler-1619 b,K04693.01,23.6223571,1.07,,797.0,6144.0,1.393,
K04694.01,K04694.01,19.2527652,1.24,,740.0,6258.0,1.046,
K04695.01,K04695.01,3.28931936,50.51,,1364.0,6335.0,1.072,
K04696.01,K04696.01,1.08195208,0.47,,1526.0,5233.0,0.824,
K04697.01,K04697.01,0.512583041,1.07,,2363.0,6077.0,0.999,
K07680.01,K07680.01,219.20579,2.66,,456.0,6990.0,1.785,
Kepler-1960 b,K04484.01,2.29794819,0.98,,1547.0,6371.0,1.072,
K04485.01,K04485.01,368.11581,2.11,,263.0,6122.0,0.964,
K04486.01,K04486.01,368.52466,3.05,,288.0,6343.0,1.137,
Kepler-444 c,K03158.02,4.54586982,0.65,,868.0,5051.0,0.721,
K04487.01,K04487.01,3.48754109,0.72,,988.0,5252.0,0.783,
K03164.01,K03164.01,0.542498653,2.25,,5157.0,8711.0,2.954,
K04554.01,K04554.01,8.0772455,2.61,,1228.0,5684.0,2.032,
K04555.01,K04555.01,364.08733,1.39,,211.0,5376.0,0.727,
K04556.01,K04556.01,21.5819776,0.91,,746.0,5601.0,1.342,
K04557.01,K04557.01,5.75651958,0.83,,1089.0,6208.0,1.024,
K04626.01,K04626.01,91.95723,2.66,,497.0,5854.0,1.528,
K04627.01,K04627.01,7.51731745,1.19,,861.0,5525.0,0.923,
K04628.01,K04628.01,3.08723626,1.2,,1451.0,6418.0,1.171,
K04629.01,K04629.01,0.592562969,25.97,,1967.0,5728.0,0.804,
K04630.01,K04630.01,44.6966177,2.46,,637.0,5929.0,1.518,
K04698.01,K04698.01,8.5275894,1.28,,1049.0,6469.0,1.193,
K04699.01,K04699.01,3.07714195,1.08,,1493.0,6108.0,1.336,
K04700.01,K04700.01,3.83488354,1.2,,1003.0,5515.0,0.775,
K04701.01,K04701.01,31.97181,0.95,,521.0,5632.0,0.853,
K04702.01,K04702.01,5.81289843,0.93,,1102.0,6175.0,1.041,
K04488.01,K04488.01,6.44173995,1.41,,1175.0,6088.0,1.339,
K04489.01,K04489.01,0.631106722,0.63,,1945.0,5400.0,0.898,
K04490.01,K04490.01,176.17377,1.76,,323.0,5957.0,0.937,
Kepler-1609 b,K04491.01,114.336052,2.09,,429.0,5802.0,1.316,
K04492.01,K04492.01,0.63938062,51.53,,2566.0,6607.0,1.204,
K04558.01,K04558.01,8.8233996,1.13,,929.0,5602.0,1.121,
K04559.01,K04559.01,0.566801045,1.42,,2348.0,6106.0,0.982,
K04560.01,K04560.01,0.992799002,40.12,,1933.0,6217.0,0.989,
Kepler-1613 b,K04561.01,1.5184181,1.85,,1926.0,6302.0,1.269,
K04562.01,K04562.01,0.96807117,0.72,,1487.0,5367.0,0.687,
K04631.01,K04631.01,3.55661906,0.72,,1518.0,6018.0,1.458,
K04632.01,K04632.01,40.0691482,13.25,,458.0,5485.0,0.762,
K04633.01,K04633.01,11.6933447,1.12,,950.0,6049.0,1.354,
K07692.01,K07692.01,0.56256804,0.63,,5127.0,9005.0,2.773,
K03182.01,K03182.01,8.79991878,224.56,,1979.0,8092.0,3.267,
K04634.01,K04634.01,4.02745396,0.98,,1250.0,6174.0,1.041,
K03196.01,K03196.01,4.96061094,0.59,,1272.0,6117.0,1.298,
K04703.01,K04703.01,349.03703,2.27,,231.0,5583.0,0.824,
K04704.01,K04704.01,177.8135,1.83,,310.0,5822.0,0.898,
K04705.01,K04705.01,1.4733245,1.03,,1576.0,5751.0,0.921,
Kepler-1620 b,K04706.01,101.952048,1.31,,428.0,6210.0,1.054,
K04493.01,K04493.01,2.41795911,0.53,,878.0,4623.0,0.534,
K04494.01,K04494.01,183.854867,2.4,,345.0,6225.0,1.031,
K04495.01,K04495.01,5.93218209,1.39,,1000.0,5843.0,0.977,
K04496.01,K04496.01,96.384483,2.41,,400.0,5919.0,1.0,
K07681.01,K07681.01,6.05552018,0.92,,844.0,5352.0,0.805,
Kepler-62 c,K00701.05,12.4418003,0.57,,576.0,4926.0,0.662,
K04563.01,K04563.01,54.333582,1.7,,513.0,5500.0,1.221,
K03165.01,K03165.01,4.11754421,1.02,,1581.0,6263.0,1.726,
K04564.01,K04564.01,293.60581,1.37,,295.0,6167.0,1.064,
K04565.01,K04565.01,2.78801663,0.91,,2287.0,7523.0,2.206,
Kepler-1614 b,K04566.01,3.94660745,1.4,,981.0,5376.0,0.806,
K04635.01,K04635.01,4.99473798,0.82,,917.0,5406.0,0.819,
K04636.01,K04636.01,122.749053,6.13,,348.0,5619.0,0.976,
K04637.01,K04637.01,4.37992345,0.81,,1608.0,6311.0,1.918,
K04638.01,K04638.01,368.48518,1.98,,283.0,6140.0,1.096,
K04639.01,K04639.01,169.894419,2.66,,492.0,6382.0,1.961,
K04707.01,K04707.01,26.190289,1.05,,793.0,6434.0,1.441,
K04708.01,K04708.01,203.511886,2.07,,442.0,6967.0,1.565,
K04709.01,K04709.01,3.70858595,1.33,,995.0,5420.0,0.771,
K04710.01,K04710.01,9.4527721,1.3,,832.0,5973.0,0.857,
K04711.01,K04711.01,4.3638313,1.08,,976.0,5623.0,0.763,
Kepler-444 d,K03158.03,6.18943952,0.65,,783.0,5051.0,0.721,
K04497.01,K04497.01,6.83006228,1.09,,882.0,5807.0,0.8,
K04498.01,K04498.01,17.1622587,22.42,,674.0,5729.0,0.939,
K04499.01,K04499.01,5.19898615,1.04,,1035.0,6058.0,0.867,
Kepler-1610 b,K04500.01,8.70179611,1.37,,750.0,5295.0,0.8,
K04567.01,K04567.01,14.74426,8.1,,784.0,6146.0,0.987,
K04568.01,K04568.01,0.933747395,1.24,,2596.0,5574.0,2.174,
K07682.01,K07682.01,58.873429,76.18,,679.0,7078.0,1.568,
K04569.01,K04569.01,14.1166583,238.66,,1205.0,6526.0,2.238,
K04570.01,K04570.01,35.0175053,2.13,,617.0,5944.0,1.123,
Kepler-1615 b,K04571.01,47.3128645,3.71,,658.0,5749.0,1.876,
K04639.02,K04639.02,29.6990126,1.93,,880.0,6382.0,1.961,
Kepler-1618 b,K04640.01,6.1082945,1.06,,1267.0,6720.0,1.289,
K04641.01,K04641.01,119.72007,1.26,,410.0,5963.0,1.176,
K04642.01,K04642.01,1.27839331,0.86,,2853.0,7758.0,1.918,
Kepler-1972 b,K03184.01,7.545922037,0.68,,1084.0,5788.0,1.376,
K04722.01,K04722.01,0.58675746,19.91,,2157.0,5942.0,0.938,
K03197.01,K03197.01,22.599501,0.96,,734.0,6335.0,1.087,
K04723.01,K04723.01,373.74856,4.45,,287.0,6343.0,1.137,
K04724.01,K04724.01,20.8822079,3.63,,661.0,5780.0,1.0,
Kepler-1967 b,K04725.01,7.28171395,2.59,,1086.0,4970.0,1.806,
K04726.01,K04726.01,8.0386699,1.18,,926.0,6018.0,0.975,
Kepler-1610 c,K04500.02,44.9851885,2.09,,433.0,5295.0,0.8,
K04501.01,K04501.01,6.67410577,1.62,,1022.0,5949.0,1.041,
K04502.01,K04502.01,374.92478,1.67,,171.0,4407.0,0.69,
K04503.01,K04503.01,5.89089509,1.54,,985.0,5869.0,0.942,
K04504.01,K04504.01,4.13029832,1.44,,995.0,5490.0,0.81,
K04572.01,K04572.01,4.60690612,0.9,,950.0,5529.0,0.775,
K04573.01,K04573.01,1.50178705,0.93,,1617.0,5964.0,0.987,
K03167.01,K03167.01,0.499664962,0.5,,2056.0,5570.0,0.855,
K04574.01,K04574.01,17.4453935,32.01,,770.0,6260.0,1.063,
K04575.01,K04575.01,201.325036,1.98,,410.0,6120.0,1.699,
K04643.01,K04643.01,5.59346375,1.43,,1008.0,5874.0,0.933,
K04644.01,K04644.01,3.44928111,1.23,,966.0,5119.0,0.781,
K04645.01,K04645.01,1.4725859,0.93,,1662.0,6077.0,0.999,
K04646.01,K04646.01,2.97607935,1.1,,1144.0,5547.0,0.865,
K04647.01,K04647.01,37.9043889,1.97,,693.0,5303.0,1.964,
K04712.01,K04712.01,1.44438449,1.08,,1980.0,6667.0,1.213,
K03196.02,K03196.02,6.88297756,0.77,,1141.0,6117.0,1.298,
K04713.01,K04713.01,8.7963166,1.36,,882.0,5780.0,1.0,
K04714.01,K04714.01,2.049602348,1.08,,1203.0,5356.0,0.78,
K04715.01,K04715.01,53.285584,1.44,,537.0,6015.0,1.057,
K04716.01,K04716.01,5.8943338,0.61,,1092.0,5929.0,1.145,
K04504.02,K04504.02,8.119343,1.5,,794.0,5490.0,0.81,
Kepler-444 e,K03158.04,7.74347801,0.62,,727.0,5051.0,0.721,
K04505.01,K04505.01,18.0071438,1.05,,799.0,6173.0,1.167,
Kepler-1961 b,K04506.01,5.60473115,1.11,,866.0,5401.0,0.777,
K04507.01,K04507.01,132.778041,10.38,,357.0,5780.0,1.0,
K04508.01,K04508.01,2.49915311,1.02,,983.0,4705.0,0.72,
K04576.01,K04576.01,184.568,1.53,,282.0,5680.0,0.75,
K04577.01,K04577.01,105.997107,1.83,,373.0,6068.0,0.831,
K04578.01,K04578.01,2.48882685,1.05,,1477.0,6246.0,1.092,
K04579.01,K04579.01,367.19796,1.08,,253.0,6054.0,0.889,
K04580.01,K04580.01,6.30432354,1.23,,1510.0,6728.0,1.836,
K04648.01,K04648.01,17.6604653,1.76,,690.0,5910.0,0.94,
K04649.01,K04649.01,3.38419892,1.2,,1074.0,5613.0,0.795,
K04650.01,K04650.01,1.69999106,0.55,,934.0,4289.0,0.554,
K04651.01,K04651.01,1.19260017,0.77,,1726.0,5600.0,1.013,
K04652.01,K04652.01,4.2059745,0.75,,1263.0,5960.0,1.163,
K04717.01,K04717.01,216.456055,3.61,,320.0,5645.0,1.155,
K04718.01,K04718.01,0.566803216,0.54,,2642.0,6473.0,1.182,
K04719.01,K04719.01,365.13981,1.86,,228.0,5610.0,0.815,
K04720.01,K04720.01,37.809539,1.79,,483.0,5595.0,0.82,
K04721.01,K04721.01,381.18654,2.29,,193.0,4977.0,0.734,
K04509.01,K04509.01,12.003678,0.97,,503.0,4328.0,0.594,
Kepler-1611 b,K04510.01,5.17624997,1.31,,1243.0,5578.0,1.497,
K04511.01,K04511.01,370.62071,2.12,,295.0,6432.0,1.136,
K04512.01,K04512.01,0.589458602,0.98,,1848.0,5286.0,0.776,
Kepler-1612 b,K04513.01,3.91794676,0.94,,1030.0,5500.0,0.87,
K04581.01,K04581.01,6.0059966,0.73,,1130.0,6103.0,1.16,
K04582.01,K04582.01,4.22426989,0.35,,1069.0,5735.0,0.883,
K04583.01,K04583.01,330.906041,2.05,,225.0,5461.0,0.769,
K03168.01,K03168.01,56.3479517,1.06,,586.0,5843.0,1.471,
K04584.01,K04584.01,0.614701901,0.82,,1656.0,4954.0,0.724,
K03185.01,K03185.01,0.934181579,0.79,,3268.0,7624.0,2.152,
K04653.01,K04653.01,19.9778599,1.07,,773.0,6392.0,1.162,
K04654.01,K04654.01,379.65261,1.2,,330.0,6471.0,1.302,
K04655.01,K04655.01,17.543847,1.15,,658.0,5957.0,0.791,
K04656.01,K04656.01,3.8183717,1.39,,1683.0,6738.0,1.692,
K04727.01,K04727.01,1.215181097,0.87,,2230.0,6717.0,1.365,
K04728.01,K04728.01,21.5324915,1.47,,876.0,6737.0,1.41,
K04729.01,K04729.01,3.74779583,1.06,,1324.0,6341.0,1.111,
K04730.01,K04730.01,9.07829171,3.69,,984.0,5086.0,1.611,
K04731.01,K04731.01,0.91842238,16.07,,1525.0,5288.0,0.74,
K04514.01,K04514.01,373.43233,1.48,,290.0,6146.0,1.141,
Kepler-444 f,K03158.05,9.74048508,0.95,,673.0,5051.0,0.721,
K04515.01,K04515.01,397.73781,2.2,,264.0,6194.0,1.02,
K04516.01,K04516.01,5.35745121,1.65,,1457.0,6123.0,1.86,
K04517.01,K04517.01,2.16132662,0.5,,687.0,3754.0,0.43,
K07693.01,K07693.01,6.41097179,1.4,,886.0,5383.0,0.933,
Kepler-1616 b,K04585.01,6.76289308,1.21,,1337.0,6547.0,1.63,
K04586.01,K04586.01,75.2116373,2.83,,516.0,5818.0,1.5,
K04587.01,K04587.01,6.36283414,1.12,,956.0,5955.0,0.883,
K04588.01,K04588.01,7.53737498,0.93,,1210.0,6483.0,1.436,
K04589.01,K04589.01,1.09844642,1.73,,2921.0,6403.0,2.391,
K07675.01,K07675.01,25.94947,1.22,,508.0,5348.0,0.748,
K04657.01,K04657.01,7.57600886,0.54,,778.0,5361.0,0.774,
K04658.01,K04658.01,1.8789138,1.9,,3330.0,8046.0,3.339,
Kepler-1965 b,K04659.01,41.8681996,1.25,,492.0,5852.0,0.837,
K04660.01,K04660.01,0.514771509,0.57,,2113.0,5730.0,0.87,
Kepler-1966 b,K04661.01,8.61742738,1.01,,733.0,5009.0,0.84,
K04448.01,K04448.01,35.945188,1.5,,789.0,6578.0,1.744,
K04449.01,K04449.01,5.00749378,1.68,,1499.0,5242.0,2.243,
Kepler-1606 b,K04450.01,196.436796,2.33,,292.0,5462.0,0.946,
K04451.01,K04451.01,8.8303681,1.32,,676.0,5051.0,0.706,
K04452.01,K04452.01,12.85755895,1.23,,860.0,5860.0,1.156,
K04518.01,K04518.01,0.566810643,0.52,,1976.0,5776.0,0.758,
K07685.02,K07685.02,33.502923,1.08,,645.0,5999.0,1.177,
K04519.01,K04519.01,148.568877,5.97,,555.0,5814.0,2.985,
K04520.01,K04520.01,9.3335486,1.69,,1082.0,5354.0,1.863,
K04521.01,K04521.01,262.477098,1.92,,178.0,4227.0,0.62,
K04522.01,K04522.01,2.21030572,1.06,,1572.0,6355.0,1.09,
K04590.01,K04590.01,9.54060855,1.75,,735.0,5271.0,0.831,
K07694.01,K07694.01,5.99321872,1.23,,952.0,5853.0,0.868,
K04591.01,K04591.01,1.80926734,0.89,,1444.0,5897.0,0.891,
K04592.01,K04592.01,0.70544189,1.04,,1960.0,5838.0,0.897,
K04593.01,K04593.01,0.981399749,1.21,,1820.0,6038.0,0.898,
K00750.02,K00750.02,5.04413987,1.18,,862.0,4954.0,0.828,
